expressao;frequencia;tipo
certa cobrança;1;bigram
cobrança mais;1;bigram
mais rígida;1;bigram
rígida nas;1;bigram
nas atitudes;1;bigram
atitudes das;1;bigram
pessoas e;1;bigram
e as;1;bigram
estão deixando;1;bigram
deixando as;1;bigram
coisas correrem;1;bigram
correrem frouxas;1;bigram
frouxas e;1;bigram
e sem;1;bigram
sem ter;1;bigram
certa punição;1;bigram
punição pelos;1;bigram
pelos atos;1;bigram
atos que;1;bigram
pessoas fazem;1;bigram
fazem e;1;bigram
acontecendo principalmente;1;bigram
principalmente os;1;bigram
pais com;1;bigram
filhos os;1;bigram
pais estão;1;bigram
estão muito;1;bigram
muito deixando;1;bigram
deixando a;1;bigram
a coisa;1;bigram
coisa correr;1;bigram
correr frouxa;1;bigram
frouxa não;1;bigram
não querem;1;bigram
querem mais;1;bigram
mais ter;1;bigram
ter o;1;bigram
o trabalho;1;bigram
trabalho de;1;bigram
de educar;1;bigram
educar os;1;bigram
filhos de;1;bigram
de forma;1;bigram
forma correta;1;bigram
correta e;1;bigram
isso meus;1;bigram
pais fizeram;1;bigram
fizeram bem;1;bigram
bem com;1;bigram
gente uma;1;bigram
coisa também;1;bigram
também que;1;bigram
herdei deles;1;bigram
deles que;1;bigram
característica é;1;bigram
minha memória;1;bigram
memória tenho;1;bigram
uma memória;1;bigram
memória boa;1;bigram
boa de;1;bigram
de fatos;1;bigram
fatos de;1;bigram
de números;1;bigram
números de;1;bigram
datas e;1;bigram
herdei muito;1;bigram
muito do;1;bigram
pai de;1;bigram
de memória;1;bigram
memória de;1;bigram
que aconteceram;1;bigram
aconteceram de;1;bigram
de locais;1;bigram
locais associar;1;bigram
associar datas;1;bigram
datas com;1;bigram
com locais;1;bigram
locais eu;1;bigram
coisas dos;1;bigram
dos lugares;1;bigram
lugares que;1;bigram
que morei;1;bigram
morei de;1;bigram
de eventos;1;bigram
eventos de;1;bigram
datas tanto;1;bigram
o fernando;1;bigram
fernando fala;1;bigram
fala muito;1;bigram
muito como;1;bigram
que sabe;1;bigram
sabe das;1;bigram
das datas;1;bigram
eu sei;1;bigram
sei datas;1;bigram
datas de;1;bigram
coisas da;1;bigram
minha infância;1;bigram
infância sei;1;bigram
sei de;1;bigram
de tudo;1;bigram
tudo e;1;bigram
é meu;1;bigram
quando eu;1;bigram
lembro dele;1;bigram
dele ele;1;bigram
ele sabe;1;bigram
sabe datas;1;bigram
datas todas;1;bigram
todas da;1;bigram
da infância;1;bigram
infância dele;1;bigram
lembro isso;1;bigram
dele meus;1;bigram
meus irmãos;1;bigram
irmãos têm;1;bigram
têm muito;1;bigram
muito disso;1;bigram
disso mas;1;bigram
me vejo;1;bigram
vejo muito;1;bigram
dele isso;1;bigram
aí essa;1;bigram
essa facilidade;1;bigram
facilidade de;1;bigram
de decorar;1;bigram
decorar eventos;1;bigram
eventos datas;1;bigram
datas episódios;1;bigram
episódios onde;1;bigram
onde foi;1;bigram
foi como;1;bigram
como foi;1;bigram
memória que;1;bigram
que chama;1;bigram
chama a;1;bigram
memória do;1;bigram
do elefante;1;bigram
elefante a;1;bigram
memória a;1;bigram
senhora herdou;1;bigram
herdou mais;1;bigram
mais de;1;bigram
de vovô;1;bigram
vovô e;1;bigram
da rigidez;1;bigram
rigidez dos;1;bigram
dos dois;1;bigram
dois mas;1;bigram
que principalmente;1;bigram
principalmente de;1;bigram
de vovó;1;bigram
vovó também;1;bigram
mas dele;1;bigram
e de;1;bigram
de mainha;1;bigram
mainha também;1;bigram
mas mainha;1;bigram
mainha é;1;bigram
é menos;1;bigram
menos flexível;1;bigram
flexível minha;1;bigram
mãe é;1;bigram
mais dura;1;bigram
dura ela;1;bigram
muito flexível;1;bigram
flexível meu;1;bigram
pai é;1;bigram
mais flexível;1;bigram
flexível ela;1;bigram
não sim;1;bigram
sim ok;1;bigram
agora a;1;bigram
a próxima;1;bigram
próxima qual;1;bigram
ter passado;1;bigram
passado para;1;bigram
mim essa;1;bigram
ser uma;1;bigram
pessoa mais;1;bigram
mais solidária;1;bigram
solidária mais;1;bigram
mais humana;1;bigram
humana eu;1;bigram
é ter;1;bigram
ter mais;1;bigram
mais empatia;1;bigram
empatia que;1;bigram
se precisa;1;bigram
precisa ter;1;bigram
ter olhos;1;bigram
olhos de;1;bigram
coisas com;1;bigram
com sentido;1;bigram
sentido mais;1;bigram
mais apurado;1;bigram
apurado não;1;bigram
muito não;1;bigram
coisas simplesmente;1;bigram
só por;1;bigram
por ver;1;bigram
ali mas;1;bigram
porquê das;1;bigram
estão acontecendo;1;bigram
acontecendo eu;1;bigram
eu consigo;1;bigram
consigo passar;1;bigram
você você;1;bigram
você consegue;1;bigram
consegue ver;1;bigram
ver isso;1;bigram
isso muito;1;bigram
muito porque;1;bigram
nisso eu;1;bigram
eu bato;1;bigram
bato muito;1;bigram
nisso que;1;bigram
coisas não;1;bigram
não podem;1;bigram
podem ser;1;bigram
ser vistas;1;bigram
vistas simplesmente;1;bigram
porque você;1;bigram
você vê;1;bigram
vê olha;1;bigram
olha e;1;bigram
e está;1;bigram
ali não;1;bigram
que ver;1;bigram
porquê daquilo;1;bigram
ali isso;1;bigram
isso a;1;bigram
que analisar;1;bigram
analisar e;1;bigram
ser a;1;bigram
pode tirar;1;bigram
tirar conclusões;1;bigram
conclusões daquilo;1;bigram
daquilo porque;1;bigram
ali só;1;bigram
ali aí;1;bigram
aí você;1;bigram
você tira;1;bigram
tira a;1;bigram
conclusão daquilo;1;bigram
ali tem;1;bigram
que tirar;1;bigram
tirar a;1;bigram
conclusão do;1;bigram
do porquê;1;bigram
porquê chegou;1;bigram
chegou até;1;bigram
até aquilo;1;bigram
e tentar;1;bigram
tentar combater;1;bigram
combater antes;1;bigram
antes de;1;bigram
de chegar;1;bigram
chegar aquilo;1;bigram
ali tentar;1;bigram
tentar não;1;bigram
não deixar;1;bigram
deixar que;1;bigram
aquilo se;1;bigram
se quiser;1;bigram
quiser que;1;bigram
não aconteça;1;bigram
aconteça fazer;1;bigram
fazer com;1;bigram
aquilo não;1;bigram
não chegue;1;bigram
chegue até;1;bigram
o ponto;1;bigram
está e;1;bigram
é exatamente;1;bigram
exatamente voltamos;1;bigram
voltamos ao;1;bigram
ao ponto;1;bigram
falo as;1;bigram
coisas estão;1;bigram
estão hoje;1;bigram
ninguém combate;1;bigram
combate ninguém;1;bigram
vai atrás;1;bigram
atrás das;1;bigram
das causas;1;bigram
causas que;1;bigram
estão lá;1;bigram
lá atrás;1;bigram
atrás continua;1;bigram
continua combatendo;1;bigram
combatendo o;1;bigram
está hoje;1;bigram
se combater;1;bigram
combater estamos;1;bigram
estamos em;1;bigram
um grande;1;bigram
grande tanque;1;bigram
tanque cheio;1;bigram
cheio d'água;1;bigram
d'água e;1;bigram
e esse;1;bigram
esse tanque;1;bigram
tanque tem;1;bigram
tem um;1;bigram
um vazamento;1;bigram
vazamento que;1;bigram
sabe esse;1;bigram
esse vazamento;1;bigram
vazamento está;1;bigram
está lá;1;bigram
lá aí;1;bigram
aí o;1;bigram
acontece que;1;bigram
que fazem;1;bigram
fazem hoje;1;bigram
hoje colocam;1;bigram
colocam um;1;bigram
um balde;1;bigram
balde para;1;bigram
a água;1;bigram
água que;1;bigram
está vazando;1;bigram
vazando em;1;bigram
em vez;1;bigram
vez de;1;bigram
de procurar;1;bigram
procurar o;1;bigram
furo e;1;bigram
e tapar;1;bigram
tapar o;1;bigram
furo por;1;bigram
por dentro;1;bigram
dentro sim;1;bigram
sim e;1;bigram
ser feito;1;bigram
feito mas;1;bigram
não as;1;bigram
pessoas estão;1;bigram
estão colocando;1;bigram
colocando a;1;bigram
balde ali;1;bigram
ali enchendo;1;bigram
enchendo quando;1;bigram
balde enche;1;bigram
enche aí;1;bigram
vai lá;1;bigram
lá e;1;bigram
e coloca;1;bigram
coloca outro;1;bigram
outro balde;1;bigram
balde aí;1;bigram
vai aparando;1;bigram
aparando tapando;1;bigram
sol com;1;bigram
a peneira;1;bigram
peneira vão;1;bigram
vão tapando;1;bigram
o buraco;1;bigram
buraco aqui;1;bigram
aqui ali;1;bigram
ali ali;1;bigram
e nunca;1;bigram
nunca consertam;1;bigram
consertam as;1;bigram
coisas como;1;bigram
como devem;1;bigram
devem ser;1;bigram
ser consertadas;1;bigram
consertadas por;1;bigram
por isso;1;bigram
história das;1;bigram
das enchentes;1;bigram
enchentes as;1;bigram
as grandes;1;bigram
grandes enchentes;1;bigram
enchentes os;1;bigram
os grandes;1;bigram
grandes problemas;1;bigram
problemas estruturais;1;bigram
estruturais das;1;bigram
das cidades;1;bigram
cidades é;1;bigram
é em;1;bigram
em consequência;1;bigram
consequência disso;1;bigram
disso aí;1;bigram
aí ninguém;1;bigram
ninguém trata;1;bigram
trata os;1;bigram
os problemas;1;bigram
problemas na;1;bigram
na fonte;1;bigram
fonte não;1;bigram
não põe;1;bigram
põe o;1;bigram
o dedo;1;bigram
dedo na;1;bigram
na ferida;1;bigram
ferida isso;1;bigram
isso em;1;bigram
em todas;1;bigram
todas as;1;bigram
as causas;1;bigram
causas a;1;bigram
educação das;1;bigram
das crianças;1;bigram
crianças as;1;bigram
as crianças;1;bigram
crianças hoje;1;bigram
estão porque;1;bigram
vai a;1;bigram
a educa;1;bigram
educa desde;1;bigram
desde o;1;bigram
o começo;1;bigram
começo como;1;bigram
ser educada;1;bigram
educada hoje;1;bigram
dia é;1;bigram
é tudo;1;bigram
tudo é;1;bigram
educação aos;1;bigram
é prioridade;1;bigram
prioridade aos;1;bigram
filhos hoje;1;bigram
hoje os;1;bigram
filhos são;1;bigram
são uns;1;bigram
uns pequenos;1;bigram
tiranos os;1;bigram
filhos pequenos;1;bigram
pequenos são;1;bigram
são os;1;bigram
os deuses;1;bigram
deuses dentro;1;bigram
casa e;1;bigram
assim no;1;bigram
no meu;1;bigram
tempo quem;1;bigram
quem era;1;bigram
provedor era;1;bigram
o rei;1;bigram
rei dentro;1;bigram
casa para;1;bigram
era tudo;1;bigram
tudo ele;1;bigram
melhor comida;1;bigram
comida era;1;bigram
melhor cadeira;1;bigram
cadeira era;1;bigram
melhor tudo;1;bigram
tudo o;1;bigram
melhor lençol;1;bigram
lençol tudo;1;bigram
tudo era;1;bigram
era para;1;bigram
ele porque;1;bigram
porque ele;1;bigram
provedor hoje;1;bigram
dia não;1;bigram
não hoje;1;bigram
é para;1;bigram
filhos as;1;bigram
as melhores;1;bigram
melhores coisas;1;bigram
coisas são;1;bigram
são para;1;bigram
isso está;1;bigram
errado nem;1;bigram
sol nem;1;bigram
a terra;1;bigram
terra como;1;bigram
como diz;1;bigram
diz o;1;bigram
o outro;1;bigram
outro estava;1;bigram
estava errado;1;bigram
errado antigamente;1;bigram
antigamente porque;1;bigram
muito exagero;1;bigram
exagero e;1;bigram
e hoje;1;bigram
hoje está;1;bigram
errado também;1;bigram
eu prefiro;1;bigram
prefiro o;1;bigram
tempo do;1;bigram
porque hoje;1;bigram
estão se;1;bigram
se criando;1;bigram
criando pequenos;1;bigram
tiranos é;1;bigram
acontecendo ok;1;bigram
ok diga;1;bigram
diga tem;1;bigram
tem algo;1;bigram
algo em;1;bigram
em mim;1;bigram
te surpreende;1;bigram
surpreende e;1;bigram
e que;1;bigram
nada a;1;bigram
a ver;1;bigram
ver com;1;bigram
com você;1;bigram
você assim;1;bigram
não assim;1;bigram
me pegando;1;bigram
pegando assim;1;bigram
assim de;1;bigram
de surpresa;1;bigram
surpresa não;1;bigram
não sei;1;bigram
sei na;1;bigram
hora nas;1;bigram
nas coisas;1;bigram
vezes sim;1;bigram
sim tem;1;bigram
vezes que;1;bigram
eu pergunto;1;bigram
pergunto e;1;bigram
e você;1;bigram
você me;1;bigram
me responde;1;bigram
responde de;1;bigram
me surpreende;1;bigram
surpreende tem;1;bigram
eu alguns;1;bigram
alguns atos;1;bigram
atos mas;1;bigram
mas assim;1;bigram
me perguntando;1;bigram
perguntando não;1;bigram
te lembre;1;bigram
lembre de;1;bigram
é totalmente;1;bigram
coisa são;1;bigram
são detalhes;1;bigram
detalhes pequenos;1;bigram
pequenos que;1;bigram
vezes a;1;bigram
forma como;1;bigram
filha vê;1;bigram
vê responde;1;bigram
responde me;1;bigram
me mostra;1;bigram
mostra que;1;bigram
se me;1;bigram
me mostrasse;1;bigram
mostrasse uma;1;bigram
forma diferente;1;bigram
coisas entendeu;1;bigram
entendeu e;1;bigram
aí faz;1;bigram
faz de;1;bigram
de vez;1;bigram
vez em;1;bigram
em quando;1;bigram
quando mas;1;bigram
não consigo;1;bigram
consigo pontuar;1;bigram
pontuar dizer;1;bigram
dizer exatamente;1;bigram
exatamente o;1;bigram
é mas;1;bigram
acontece ali;1;bigram
ali acolá;1;bigram
acolá sim;1;bigram
sim isso;1;bigram
isso acontece;1;bigram
acontece ok;1;bigram
a última;1;bigram
última pergunta;1;bigram
pergunta se;1;bigram
pudesse dar;1;bigram
mim como;1;bigram
e como;1;bigram
como filho;1;bigram
filho de;1;bigram
pais qual;1;bigram
qual seria;1;bigram
seria como;1;bigram
filha como;1;bigram
filha de;1;bigram
pais um;1;bigram
senhora se;1;bigram
senhora quisesse;1;bigram
quisesse dar;1;bigram
conselho tem;1;bigram
coisa não;1;bigram
acho assim;1;bigram
da pessoa;1;bigram
pessoa cada;1;bigram
experiências eu;1;bigram
não posso;1;bigram
dizer tem;1;bigram
posso aconselhar;1;bigram
aconselhar tem;1;bigram
que são;1;bigram
são tragédias;1;bigram
tragédias anunciadas;1;bigram
anunciadas que;1;bigram
dizer olha;1;bigram
olha não;1;bigram
não faça;1;bigram
faça assim;1;bigram
assim pode;1;bigram
pode acontecer;1;bigram
acontecer isso;1;bigram
isso e;1;bigram
isso mas;1;bigram
no geral;1;bigram
geral eu;1;bigram
gostaria muito;1;bigram
muito de;1;bigram
que um;1;bigram
um passo;1;bigram
passo importante;1;bigram
você fosse;1;bigram
fosse dar;1;bigram
dar na;1;bigram
na sua;1;bigram
sua vida;1;bigram
vida você;1;bigram
sempre perguntasse;1;bigram
perguntasse a;1;bigram
a quem;1;bigram
quem ou;1;bigram
mim ou;1;bigram
sua avó;1;bigram
avó o;1;bigram
o sea;1;bigram
sea avô;1;bigram
avô alguém;1;bigram
alguém que;1;bigram
que pudesse;1;bigram
pudesse lhe;1;bigram
lhe dar;1;bigram
conselho mas;1;bigram
no final;1;bigram
final você;1;bigram
você pudesse;1;bigram
pudesse eu;1;bigram
gostaria que;1;bigram
você tivesse;1;bigram
tivesse a;1;bigram
a capacidade;1;bigram
capacidade de;1;bigram
ter a;1;bigram
a consciência;1;bigram
consciência de;1;bigram
de tomar;1;bigram
tomar a;1;bigram
a decisão;1;bigram
decisão correta;1;bigram
correta mas;1;bigram
o bom;1;bigram
bom é;1;bigram
sempre consiga;1;bigram
consiga ter;1;bigram
ter as;1;bigram
próprias experiências;1;bigram
experiências tirar;1;bigram
tirar as;1;bigram
próprias conclusões;1;bigram
conclusões obviamente;1;bigram
obviamente sem;1;bigram
sem correr;1;bigram
risco tem;1;bigram
vou tirar;1;bigram
tirar vou;1;bigram
correr o;1;bigram
o risco;1;bigram
risco eu;1;bigram
ter essa;1;bigram
essa experiência;1;bigram
experiência não;1;bigram
gente cada;1;bigram
experiências cada;1;bigram
que passar;1;bigram
passar por;1;bigram
por alguma;1;bigram
coisa para;1;bigram
para poder;1;bigram
poder vivenciar;1;bigram
vivenciar não;1;bigram
vou correr;1;bigram
risco se;1;bigram
não correr;1;bigram
risco a;1;bigram
não vive;1;bigram
vive se;1;bigram
não for;1;bigram
for viver;1;bigram
viver não;1;bigram
vou viver;1;bigram
viver viver;1;bigram
viver é;1;bigram
é correr;1;bigram
risco você;1;bigram
está vivendo;1;bigram
vivendo você;1;bigram
está correndo;1;bigram
correndo risco;1;bigram
risco todos;1;bigram
os dias;1;bigram
dias então;1;bigram
então a;1;bigram
é um;1;bigram
um constante;1;bigram
constante correr;1;bigram
risco então;1;bigram
então o;1;bigram
eu quero;1;bigram
quero passar;1;bigram
você aprenda;1;bigram
aprenda pelo;1;bigram
pelo menos;1;bigram
menos comigo;1;bigram
comigo de;1;bigram
risco mas;1;bigram
risco minimamente;1;bigram
minimamente com;1;bigram
com segurança;1;bigram
pode deixar;1;bigram
deixar de;1;bigram
de fazer;1;bigram
fazer as;1;bigram
coisas por;1;bigram
por medo;1;bigram
medo ou;1;bigram
ou porque;1;bigram
certo não;1;bigram
não a;1;bigram
porque se;1;bigram
não arriscar;1;bigram
vai saber;1;bigram
saber se;1;bigram
se deu;1;bigram
certo ou;1;bigram
ou se;1;bigram
deu se;1;bigram
mas valeu;1;bigram
valeu a;1;bigram
a pena;1;bigram
pena não;1;bigram
tem como;1;bigram
como tem;1;bigram
vai fazer;1;bigram
fazer coisas;1;bigram
que corram;1;bigram
corram risco;1;bigram
risco de;1;bigram
vida eu;1;bigram
já mostrei;1;bigram
mostrei que;1;bigram
já arrisquei;1;bigram
arrisquei bastante;1;bigram
bastante na;1;bigram
já fiz;1;bigram
fiz coisas;1;bigram
coisas dentro;1;bigram
segurança eu;1;bigram
não faço;1;bigram
faço nada;1;bigram
não esteja;1;bigram
esteja em;1;bigram
em uma;1;bigram
que afeta;1;bigram
afeta a;1;bigram
vida os;1;bigram
os riscos;1;bigram
riscos a;1;bigram
história da;1;bigram
gente é;1;bigram
essa eu;1;bigram
fiz isso;1;bigram
isso não;1;bigram
mas aí;1;bigram
para outro;1;bigram
outro fiz;1;bigram
fiz outra;1;bigram
outra coisa;1;bigram
e assim;1;bigram
assim vai;1;bigram
vai porque;1;bigram
porque tem;1;bigram
gente até;1;bigram
até sabe;1;bigram
sabe como;1;bigram
como vai;1;bigram
vai ser;1;bigram
ser o;1;bigram
o final;1;bigram
final mas;1;bigram
mas se;1;bigram
não viver;1;bigram
viver aquilo;1;bigram
aquilo a;1;bigram
vai entender;1;bigram
entender cem;1;bigram
cem porcento;1;bigram
porcento como;1;bigram
faz o;1;bigram
